,transmission_Dual Shift,HP,fuel_type_E85 Flex Fuel,cylinder_type_V,accident_1,turbo_Y,fuel_type_Electric,fuel_type_Gasoline,cylinder_type_Inline,transmission_Manual,cylinders,turbo_N,transmission_CVT,fuel_type_not supported,fuel_type_Plug-In Hybrid,fuel_type_Hybrid,transmission_speed,cylinder_type_Straight
45426,0,-1.3205762738449434,0,0,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,1
27973,0,-1.2232113392645592,0,0,0,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,0.5933644846020103,0
53255,0,0.48067501589216444,0,0,1,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
30275,0,-0.44429186262148557,0,1,1,0,0,1,0,1,-0.12743557513004955,1,0,0,0,0,0.5933644846020103,0
25469,0,-0.29824446075090927,0,1,1,0,0,1,0,0,-0.12743557513004955,1,1,0,0,0,-1.0315738790989837,0
48230,0,0.3547960647560961,0,1,0,1,0,1,0,0,-0.12743557513004955,0,0,0,0,0,1.6766567270693398,0
8826,0,0.48067501589216444,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,1.6766567270693398,0
21545,1,0.8603982607556628,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
40245,1,0.7240873523431249,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
14719,0,0.5780399504725486,0,0,1,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,0.5933644846020103,0
46014,0,-0.4150823822473703,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
30831,1,-0.10351459159014084,0,0,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,1
42656,1,1.0064456626262392,0,0,0,0,0,0,0,0,-0.12743557513004955,1,0,0,0,1,-1.0315738790989837,1
28939,0,0.5780399504725486,0,0,1,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
19911,0,-0.29824446075090927,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
49438,0,0.6754048850529328,0,0,1,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,1.135010605835675,0
47341,0,-1.125846404684175,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
43556,0,-1.6126710775860962,0,0,1,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,0.5933644846020103,0
7918,0,0.6267224177627407,0,0,0,0,0,1,1,1,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
4434,0,1.6003717635665828,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
48554,1,-0.19114303271248664,0,0,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,1
4353,0,-1.310839780386905,0,0,0,0,0,0,1,0,-1.3955687622238973,1,1,0,0,1,-1.0315738790989837,0
11476,1,-1.145319391600252,0,0,0,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,-1.0315738790989837,0
4167,0,0.09121527757062757,0,0,1,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
3252,0,0.7240873523431249,0,0,0,0,0,1,1,1,-0.12743557513004955,1,0,0,0,0,0.5933644846020103,0
7743,0,-0.3663999149571782,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,0.5933644846020103,0
50880,0,-1.4860966626315966,0,0,0,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,-1.0315738790989837,0
47634,1,-1.125846404684175,0,0,1,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,-1.0315738790989837,0
34771,0,-0.34692692804110137,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
31990,0,1.6003717635665828,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,1.135010605835675,0
3441,0,0.09121527757062757,0,1,0,0,0,0,0,0,-0.12743557513004955,1,0,0,0,1,-1.0315738790989837,0
35285,0,0.13989774486081968,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
28976,0,-0.054832124299948735,1,0,1,0,0,0,1,0,1.1406976119637982,1,0,0,0,0,0.5933644846020103,0
14709,1,4.5018468140620325,0,0,0,0,0,1,1,0,3.676963986151493,1,0,0,0,0,-1.0315738790989837,0
17534,0,-0.054832124299948735,0,0,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,1.135010605835675,1
4019,1,-1.515306143005712,0,0,0,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,-1.0315738790989837,0
39901,0,-0.21061601962856347,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,0.5933644846020103,0
23479,0,-0.7363866663626382,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,0.32254142398517793,0
12878,0,0.02305982336435863,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
11271,0,-0.24956199346071717,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
23901,1,-1.077163937393983,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
733,0,-1.495833156089635,0,0,0,0,0,1,1,1,-1.3955687622238973,1,0,0,0,0,0.5933644846020103,0
14332,0,0.13989774486081968,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,0.5933644846020103,0
41497,0,-1.7879279598307876,0,0,1,0,0,1,1,1,-1.3955687622238973,1,0,0,0,0,0.32254142398517793,0
14666,0,0.8214522869235091,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,0.5933644846020103,0
10079,0,-1.515306143005712,0,0,0,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,-1.0315738790989837,0
21686,0,0.48067501589216444,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,1.6766567270693398,0
31766,0,-0.639021731782254,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,0.5933644846020103,0
13875,0,-0.44429186262148557,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,0.5933644846020103,0
5388,0,2.4474466944159254,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,0.8641875452188427,0
27321,0,0.285945146731396,0,0,1,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,0.5933644846020103,0
37235,0,-0.5806027710340235,0,0,1,0,0,0,1,0,-1.3955687622238973,1,0,0,1,0,-1.0315738790989837,0
35061,0,-1.0284814701037908,0,0,0,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,-1.0315738790989837,0
11778,0,-1.5250426364637504,0,0,1,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,0.5933644846020103,0
17151,0,-0.15219705888033294,0,0,1,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,0.5933644846020103,0
52656,0,-1.7100360121664804,0,0,1,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,-1.0315738790989837,0
41058,0,-0.26347126982934366,0,0,0,1,0,1,1,0,-1.3955687622238973,0,0,0,0,0,1.6766567270693398,0
24873,0,-0.21061601962856347,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
46904,1,0.5293574831823565,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
28893,0,2.204034357964965,0,1,0,1,0,1,0,0,1.1406976119637982,0,0,0,0,0,1.135010605835675,0
41830,0,-0.23982550000267874,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
35816,0,0.9188172215038933,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,1.135010605835675,0
21228,0,0.9188172215038933,0,0,1,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,0.5933644846020103,0
15735,0,-0.33719043458306297,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,1.135010605835675,0
32011,0,1.0161821560842776,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,0.5933644846020103,0
42799,0,-1.1842653654324056,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,0.5933644846020103,0
9914,0,1.6003717635665828,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,1.135010605835675,0
21597,0,-0.7850691336528303,0,0,1,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,0.5933644846020103,0
54215,1,1.1135470906646618,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
35931,0,1.395905400947776,0,0,1,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,0.8641875452188427,0
5745,0,-1.2232113392645592,0,0,0,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,0.5933644846020103,0
39162,1,0.9188172215038933,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
44071,0,0.6754048850529328,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,1.135010605835675,0
34173,0,-0.824015107484984,0,0,1,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,-1.0315738790989837,0
21729,0,0.3833100813117802,0,1,0,1,0,1,0,0,-0.12743557513004955,0,0,0,0,0,0.5933644846020103,0
9469,0,-0.5611297841179467,0,0,0,0,0,1,1,1,-1.3955687622238973,1,0,0,0,0,-1.0315738790989837,0
22974,0,0.285945146731396,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,1.135010605835675,0
51444,0,-0.23008900654464032,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,0.8641875452188427,0
42221,0,0.13989774486081968,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
12938,0,2.184561371048888,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,0.8641875452188427,0
15299,0,-0.44429186262148557,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,0.5933644846020103,0
23425,0,2.4474466944159254,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,0.8641875452188427,0
5472,0,-0.7850691336528303,0,0,1,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
20456,0,-1.378995234593174,0,0,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,1
34407,0,-0.03730643607547947,0,1,0,0,0,1,0,1,1.1406976119637982,1,0,0,0,0,0.5933644846020103,0
36313,0,-0.23008900654464032,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,0.8641875452188427,0
8428,1,2.2819263056292725,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
27722,1,4.229224997236956,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
37450,0,-0.49297432991167767,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,0.05171836336834561,0
34920,0,-0.23982550000267874,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,0.5933644846020103,0
12827,0,0.7240873523431249,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,1.6766567270693398,0
10624,0,-1.2232113392645592,0,0,0,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,0.5933644846020103,0
50328,0,0.3833100813117802,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,1.135010605835675,0
39800,0,-0.49297432991167767,0,0,0,0,0,1,1,0,-0.12743557513004955,1,0,0,0,0,0.8641875452188427,0
10559,1,-1.125846404684175,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
32714,0,-2.050813283197825,0,0,1,0,0,1,1,1,-1.3955687622238973,1,0,0,0,0,0.32254142398517793,0
17895,0,-0.24956199346071717,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
50243,0,-1.8074009467468646,0,0,1,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,-1.0315738790989837,0
50102,0,1.210912025245046,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,0.8641875452188427,0
26572,0,0.9674996887940854,0,0,0,0,0,1,0,1,-0.12743557513004955,1,0,0,0,0,0.5933644846020103,1
51681,0,-1.1842653654324056,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
755,0,0.8798712476717396,0,0,1,0,0,1,1,1,1.1406976119637982,1,0,0,0,0,0.5933644846020103,0
13304,1,0.8311887803815475,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
52339,0,1.259594492535238,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
26075,0,-0.24956199346071717,0,1,0,0,0,1,0,0,-0.12743557513004955,1,1,0,0,0,-1.0315738790989837,0
17814,0,-0.7558596532787151,0,0,0,1,0,1,1,0,-1.3955687622238973,0,0,0,0,0,1.135010605835675,0
24426,0,-1.4082047149672892,0,0,0,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,0.5933644846020103,0
52569,0,-1.2913667934708282,0,0,1,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,0.5933644846020103,0
10917,0,-1.1063734177680982,0,0,0,0,0,1,1,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
49999,1,0.13989774486081968,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
42395,0,-0.639021731782254,0,0,1,0,0,1,1,1,-1.3955687622238973,1,0,0,0,0,0.5933644846020103,0
9028,0,0.285945146731396,0,0,1,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,1.135010605835675,0
31314,0,0.13989774486081968,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,0.05171836336834561,0
31519,0,-0.49297432991167767,0,0,0,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,0.8641875452188427,0
4284,0,-1.3011032869288666,0,0,1,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,-1.0315738790989837,0
8774,0,0.6754048850529328,0,0,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,1
54246,0,-0.24956199346071717,0,0,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,1
3180,0,0.285945146731396,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
51097,0,-0.39560939533129347,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
50989,0,0.285945146731396,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,0.5933644846020103,0
40579,0,2.6713860439508093,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,1.135010605835675,0
3059,0,0.8214522869235091,0,1,0,0,0,1,0,0,1.1406976119637982,1,0,0,0,0,0.5933644846020103,0
30170,0,0.285945146731396,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,0.5933644846020103,0
5817,0,-0.8337516009430224,0,0,0,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,-1.0315738790989837,0
34805,0,0.48067501589216444,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,1.6766567270693398,0
8958,0,-1.3692587411351356,0,0,1,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,-1.0315738790989837,0
5523,0,-0.29824446075090927,0,1,0,0,0,0,0,0,-0.12743557513004955,1,1,0,0,1,-1.0315738790989837,0
25959,0,0.9188172215038933,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,0.8641875452188427,0
43128,0,-0.49297432991167767,1,1,0,0,0,0,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
14586,0,0.9674996887940854,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,0.32254142398517793,0
18279,0,-0.24956199346071717,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,0.5933644846020103,0
5120,0,-0.7850691336528303,0,0,0,0,0,0,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,1
5334,0,-0.6877041990724461,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,0.5933644846020103,0
20579,0,-0.24956199346071717,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
15822,0,-1.3400492607610204,0,1,0,0,0,0,0,0,-0.12743557513004955,1,0,0,0,0,0.32254142398517793,0
45054,0,0.285945146731396,0,0,1,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,0.5933644846020103,0
14247,0,0.09121527757062757,0,0,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,1
19723,0,-1.3400492607610204,0,0,0,0,0,1,1,0,-1.3955687622238973,1,1,0,0,0,-1.0315738790989837,0
44063,0,-0.15219705888033294,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,1.4058336664525073,0
26173,0,0.5585669635564717,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
18170,0,1.697736698146967,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,1.135010605835675,0
34260,0,-1.2232113392645592,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
16624,0,0.062005797196512315,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,0.8641875452188427,0
31029,0,1.0064456626262392,0,0,1,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,1.135010605835675,0
46859,0,-0.21061601962856347,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
8709,0,-0.7169136794465614,0,0,0,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,1.135010605835675,0
17357,0,-0.24956199346071717,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,0.5933644846020103,0
18254,0,-0.24956199346071717,0,0,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,1
35483,0,-0.24956199346071717,0,0,0,1,0,1,1,0,-0.12743557513004955,0,0,0,0,0,1.135010605835675,0
672,0,-1.4763601691735582,0,0,0,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,-1.0315738790989837,0
30042,0,1.1135470906646618,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,1.6766567270693398,0
14100,0,0.09121527757062757,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
36829,0,-0.7363866663626382,0,1,1,0,0,1,0,1,-0.12743557513004955,1,0,0,0,0,0.5933644846020103,0
43485,1,1.0064456626262392,0,0,0,0,0,0,0,0,-0.12743557513004955,1,0,0,0,1,-1.0315738790989837,1
29065,0,-0.7558596532787151,0,0,0,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,1.135010605835675,0
44852,0,-1.2232113392645592,0,0,1,0,0,1,1,1,-1.3955687622238973,1,0,0,0,0,0.5933644846020103,0
51154,0,0.48067501589216444,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,1.6766567270693398,0
47713,0,0.3346276140215881,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
15898,0,-0.025622643925833476,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
53373,1,2.350081759835541,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
39910,0,0.003586836448281787,0,0,0,0,0,1,1,0,3.676963986151493,1,0,0,0,0,0.32254142398517793,0
7207,1,0.5293574831823565,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
31526,0,-1.6126710775860962,0,0,0,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,0.5933644846020103,0
29111,0,-0.5611297841179467,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
16235,0,-0.10351459159014084,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,1.6766567270693398,0
11453,0,-1.1161099112261366,0,0,0,0,0,0,1,0,-1.3955687622238973,1,0,0,0,0,1.4058336664525073,0
15262,1,1.8924665673077354,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
2934,0,0.3833100813117802,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
37993,0,1.259594492535238,0,0,0,0,0,1,1,1,1.1406976119637982,1,0,0,0,0,0.5933644846020103,0
39817,1,-0.19114303271248664,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
28555,1,-1.077163937393983,0,0,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,1
38802,0,1.1622295579548538,0,0,1,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
34307,0,-0.15219705888033294,0,0,0,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,-1.0315738790989837,0
48822,0,-0.44429186262148557,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,1.135010605835675,0
8070,0,0.23726267944120388,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
10992,0,0.3833100813117802,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,0.5933644846020103,0
6162,0,-0.054832124299948735,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
441,1,-0.8337516009430224,0,0,0,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,-1.0315738790989837,0
1176,1,1.697736698146967,0,0,0,0,1,0,0,0,-3.931835136411592,0,0,0,0,0,-1.0315738790989837,0
50650,0,-1.145319391600252,0,0,0,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,-1.0315738790989837,0
7977,0,0.04253281028043547,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,1.135010605835675,0
12323,0,0.9674996887940854,0,0,0,0,0,1,1,1,1.1406976119637982,1,0,0,0,0,0.5933644846020103,0
11794,0,-0.15219705888033294,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
4808,0,1.259594492535238,0,0,0,0,0,1,1,1,1.1406976119637982,1,0,0,0,0,0.5933644846020103,0
44851,0,-0.34692692804110137,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
50900,1,2.3111357860033874,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
5019,0,0.04253281028043547,0,0,0,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,-1.0315738790989837,0
34305,0,0.9772361822521238,0,0,1,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
35671,1,4.229224997236956,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
52720,0,-0.23982550000267874,0,0,1,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
37981,0,-0.8337516009430224,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
47931,0,-0.5611297841179467,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,0.8641875452188427,0
18208,0,1.1622295579548538,0,0,1,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,1.135010605835675,0
17112,0,-0.24956199346071717,0,0,0,0,0,1,0,1,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,1
39781,0,-0.39560939533129347,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,1.135010605835675,0
5531,0,0.8603982607556628,0,0,0,0,0,1,1,1,-0.12743557513004955,1,0,0,0,0,0.5933644846020103,0
32732,0,1.3082769598254302,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,1.6766567270693398,0
38233,0,-0.24956199346071717,0,0,0,0,0,1,1,1,-1.3955687622238973,1,0,0,0,0,0.5933644846020103,0
10430,0,-0.006149657009756634,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
46448,1,1.9216760476818506,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
39788,0,1.0843376102905464,0,1,0,0,0,0,0,0,-0.12743557513004955,1,0,0,0,1,0.5933644846020103,0
44141,0,-0.23008900654464032,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,0.8641875452188427,0
10231,0,-1.8268739336629414,0,0,1,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,0.5933644846020103,0
12505,0,0.9188172215038933,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,1.135010605835675,0
32575,0,0.13989774486081968,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,1.135010605835675,0
3077,0,2.350081759835541,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,1.135010605835675,0
4322,0,-0.24956199346071717,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,0.8641875452188427,0
41548,0,0.5780399504725486,1,0,1,0,0,0,1,0,1.1406976119637982,1,0,0,0,0,0.5933644846020103,0
50608,0,0.6754048850529328,1,0,0,0,0,0,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
52639,1,-0.8337516009430224,0,0,0,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,-1.0315738790989837,0
43024,0,-0.39560939533129347,0,1,0,0,0,1,0,1,-0.12743557513004955,1,0,0,0,0,0.5933644846020103,0
25437,0,1.5516892962763906,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,1.135010605835675,0
13746,0,-0.44429186262148557,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
46170,0,-0.24956199346071717,0,0,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,1.135010605835675,1
26275,0,0.07174229065455073,0,0,0,0,0,1,0,1,-0.12743557513004955,1,0,0,0,0,0.5933644846020103,1
28063,0,0.5390939766403949,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,0.5933644846020103,0
20819,0,0.6867641274206445,0,1,0,0,0,1,0,0,1.1406976119637982,1,0,0,0,0,1.6766567270693398,0
29413,0,-0.3663999149571782,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
29522,0,-0.23008900654464032,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,0.8641875452188427,0
38989,0,0.9188172215038933,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
25892,0,0.48067501589216444,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,1.6766567270693398,0
2785,1,0.9188172215038933,0,0,0,0,0,1,1,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
8622,0,-0.7558596532787151,0,0,0,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,-1.0315738790989837,0
34024,0,2.5837576028284635,0,0,0,0,0,0,1,0,1.1406976119637982,1,0,0,0,1,1.135010605835675,0
29985,0,1.210912025245046,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,1.6766567270693398,0
