,price
36427,82950
38958,39750
25539,45000
6351,12500
35618,80000
52619,51900
19631,44249
38340,15900
6552,62499
15088,49900
51530,50000
9040,27499
35806,52590
31129,34918
24838,36500
24358,37995
26864,44900
36546,18749
24065,22000
36275,6880
5268,30000
15486,53000
22285,6999
28268,25000
22011,36500
18157,68500
3791,22500
27723,5000
38495,52590
32001,36999
32454,64000
9422,6300
9350,13715
28832,36500
48207,14500
42,8700
6234,38900
46958,60500
21491,22000
429,10000
50323,16995
31605,22550
53889,18900
15908,44646
15035,29990
12585,51900
26738,6500
5417,17900
37221,49900
38116,5500
32275,22500
21238,10995
5246,76500
16277,25500
47443,37899
46152,52000
771,7900
24025,32450
51423,9950
49875,5500
35576,69500
46893,42700
15429,34900
39918,49900
2042,34500
22345,70000
15094,18999
22528,13000
45413,9995
10568,19500
43421,13888
5395,18500
35011,10900
31411,40000
9419,39000
4200,70000
31597,79995
33570,27500
18205,26497
44281,22000
37770,65000
8146,28000
29768,26000
42003,21000
36622,47214
20330,37000
8129,50000
27219,9000
26301,40000
45610,29000
17039,11900
51922,2990
1131,51999
15120,35500
29701,69500
33771,35750
663,20000
21288,17500
48895,68500
47904,52500
20307,9995
47390,47124
8845,24999
50747,17816
575,5699
47127,11000
32088,49900
46959,44850
31298,26000
16413,64000
42069,42999
12146,19250
19584,27000
28247,35645
40565,41688
25148,38900
202,49273
17936,38000
20535,5700
5057,38995
43162,89000
48698,9950
35457,62595
13878,15000
19860,28750
23505,20900
1912,55000
8391,41000
25650,7500
26806,44850
12837,35000
41571,69995
47645,24500
16646,89750
39054,17495
532,46500
15693,8900
5234,35470
13132,27500
38427,52500
19830,15100
40984,73000
45908,11500
8683,23300
52028,75950
21278,30000
16030,32300
50367,25000
52456,7850
25558,19500
39805,29500
3145,26900
51463,48000
16342,13000
30077,17000
10284,60000
5081,27900
31105,24000
9505,8500
8346,34000
44317,17550
30498,78350
4043,11250
28037,11200
46948,10500
15115,80000
30711,21400
46903,11500
16430,41741
1701,49900
16716,28500
27460,28500
22856,8500
40057,36000
37056,35690
23714,13750
47838,25500
35382,21999
19908,21999
21629,35000
37627,21400
32972,14500
33154,15000
28769,30900
7654,22749
32178,46199
2401,29255
49417,31000
3686,25995
23595,33333
47732,10500
20743,14995
1930,14995
48380,87500
37114,15000
27063,15000
35255,49950
50678,6700
42217,28500
12468,79500
7133,16000
19983,37900
22309,38000
53330,6999
6987,9500
52745,28500
51216,32000
26169,42500
52066,18000
22646,28499
13325,6000
43148,12000
36876,25995
42218,28000
21650,6500
2649,22800
35056,11000
36095,27000
24428,28748
33311,12000
43570,21999
28845,37000
17986,19995
21097,37899
18146,10000
40755,46599
10214,11900
5886,9995
39050,47124
45594,48995
19080,15000
46723,23500
43639,36000
2431,10000
37420,40500
14422,59335
10103,41500
1640,28499
33400,7500
18726,48000
29098,16000
34377,10000
30471,41995
6595,73000
41384,34645
44605,15500
44740,18955
24527,17550
33253,16500
53690,23500
41919,25000
9883,13888
44910,17500
12541,40000
30577,31700
6872,19999
2430,19995
33449,8250
9410,11250
5689,25500
22704,40500
14924,20900
23602,64000
12045,36000
39986,19500
43412,66500
29067,69000
26634,48000
9435,27450
33216,28000
15664,11200
20011,20000
18843,38000
47994,29900
24306,19000
37842,12500
5545,20000
16194,5500
24165,15000
47276,34500
25506,64500
48675,30989
21398,12500
7602,10800
20031,59800
48986,37500
10714,25900
9982,85000
1195,66000
35670,45500
13538,50000
23025,19950
27707,25500
42310,42000
11854,57352
25958,12500
52136,19000
2290,38000
29978,6800
18143,22000
43573,20000
11196,42500
51189,32000
40590,16500
13870,71950
21204,19000
7664,52500
21267,18749
45293,34000
32329,6250
5245,45000
6406,29994
48364,45900
12026,29999
45542,20900
45120,22500
20404,27500
7915,46500
18100,33995
36159,15599
14874,16000
33198,47645
6984,36300
15958,13000
10013,30000
12674,28900
20379,24500
51717,74900
13434,39900
27825,48000
53645,23800
16272,37000
50657,4000
26822,9950
49341,57300
6318,11900
5261,10500
12677,26500
17343,37000
29730,37995
25479,50000
49810,78500
25257,30999
52715,10999
33755,21000
28775,2900
6192,44800
34875,64000
35421,69500
27236,12900
31291,24500
18662,12990
54036,54000
7446,11900
24785,27500
24731,21500
17784,6250
29757,25987
28283,10700
7831,23500
50760,84620
32842,46850
15703,5700
32004,26000
3765,20999
7856,28000
52468,39000
22783,11000
26228,20000
44299,7500
25728,13000
40175,9000
43439,24590
41721,70250
34339,14000
45854,34600
11110,10199
19683,11600
36029,5199
44650,47500
51302,25980
5675,40000
11371,36000
23178,31621
15143,79500
20377,47000
36651,14500
19670,14599
6859,29900
51711,31900
29190,9000
37311,42886
45533,6500
18218,49990
7243,23950
2783,26000
50307,17498
26181,29500
3836,13995
37813,36590
29282,29995
2191,54000
43704,8900
38969,32000
27559,60000
8695,31000
28909,22500
44818,33000
41981,10900
45581,13000
1310,4000
49742,7500
39944,29000
50941,17999
27653,26000
54161,35000
23045,22000
43247,10900
13711,9200
52630,37700
9567,72900
17203,10500
38538,46850
29176,4200
35958,14999
39734,31995
17000,7000
14610,50000
338,37500
25216,49936
7296,15900
43414,48990
48103,43500
52850,41000
7426,13500
361,9999
2472,8900
50032,40999
14967,30000
42977,25700
21901,54995
13245,40750
22293,14900
22909,23500
30181,46999
33273,22000
38125,16600
1556,6250
11952,26000
1505,3999
54096,48000
31436,10500
28002,37950
7029,75000
7880,12000
36322,21000
29657,23500
24923,37500
2068,49995
35873,18853
53166,5500
22613,13200
32931,69900
15781,32999
47515,7500
2115,69250
35364,49999
51639,38900
41421,21500
45944,18000
22004,4900
22088,16000
33140,17500
18752,24325
50969,20997
625,46500
29796,27890
8111,73000
40151,32000
34743,88900
26571,7999
47856,49000
42048,27900
363,14900
39240,28196
27674,13450
4074,84900
3487,14500
29019,33000
31253,21900
15210,42499
26505,38405
23650,18900
48841,23000
33551,25500
1933,21500
36889,64500
46587,65000
28692,19999
2061,41500
2064,18900
22050,62500
17614,42995
47147,28500
47441,12999
23220,53000
42007,32500
12983,30775
31871,27500
6528,9000
42730,20995
7993,9000
51516,8500
16889,39000
39992,35999
8409,16000
47798,16000
17516,20900
45834,12500
45636,18500
47929,40000
41226,39900
49345,58900
34388,19500
28111,69900
37263,14000
21148,27000
46156,23000
47032,55000
14974,29000
48296,17500
48193,20850
21065,16900
38453,2899
9374,33600
9518,66000
48215,60000
6210,25990
27245,16999
19082,38500
6094,29800
9561,18750
4099,28495
35459,12499
40413,15300
47408,25900
24368,30000
16467,15999
18186,37000
30355,6500
38644,40000
40341,42442
689,30000
34757,44000
32141,4400
27829,21000
53670,28500
8542,15000
42358,28499
40492,32000
40360,4999
40009,39750
43611,4900
32155,31300
22331,12500
48869,11000
46772,46000
17721,10000
51430,55000
43778,43000
9537,27500
45861,32000
2925,53999
45351,19500
22035,52900
28749,20000
50895,28500
44608,65000
17957,22000
35630,38999
50213,5000
33281,35800
38948,47850
50286,10000
35273,48000
47753,62900
26922,19800
35647,7500
16589,9995
26300,10999
37262,6000
41917,31000
22900,15000
12595,19950
27205,59500
46573,55000
15533,35000
50738,35000
3582,67999
36332,24000
40942,71999
21138,40999
50121,34000
45824,16000
3997,31500
27975,29000
12101,13000
3238,35387
12654,32000
50004,34999
11207,5699
19594,36995
30022,18000
52484,9000
10562,14990
15560,22999
27191,29000
28867,33000
31179,16000
39819,17500
6154,33000
14,23500
47095,46000
37188,29950
5436,56000
17210,26500
2691,15000
14738,27200
4459,48900
11392,49900
36079,16499
18078,46995
35957,24000
26043,7000
51275,12700
5301,22500
39825,28900
14165,16900
16215,19995
1437,17000
34853,15500
14816,76700
13780,16370
10005,62000
10292,52000
22803,24950
52037,38500
8876,37000
35895,28995
41271,25700
1080,20470
5916,66000
44571,39750
35835,12490
19159,18900
43734,29995
9510,26000
31500,12000
27201,18900
38006,7750
32553,27500
42942,33000
46704,49500
35819,20499
46304,35000
51598,21800
19818,12995
54223,52000
1996,12500
23889,24000
30134,11500
34396,68750
2474,17900
24440,26000
2625,33000
23340,85000
13979,35000
24879,14000
39785,15900
24907,21500
49854,11999
30943,50000
3134,57000
6420,84000
4792,55000
30787,26000
47404,14900
5441,30000
34190,20999
39878,16500
42636,45000
14590,21000
22533,75000
1953,31900
14574,50000
28475,9800
31742,52000
11439,59000
31045,82499
3556,34999
17119,44850
27345,61059
33138,22389
23817,17900
903,40995
36882,34250
34185,16500
43997,50000
20582,84645
18529,36500
43422,3200
53137,8900
5812,37000
45248,35850
24347,29998
53341,25999
30824,64600
45261,19950
41256,12700
18796,10500
20103,18000
20445,28900
20933,13800
39668,71400
27294,19000
40164,44000
3913,14500
1669,26500
8632,23000
39659,8900
26737,52000
45110,21900
19564,34999
43010,17238
2209,46500
46302,20995
5264,36500
11832,32107
19610,26900
22301,16000
48057,74900
42710,63500
19718,41885
21462,43000
33766,61500
26562,15999
9852,12240
34152,7950
14382,6000
6211,5000
13627,13500
23155,32000
17324,35500
32734,45000
32262,49000
21306,18000
23344,38000
25537,62500
36013,6699
51204,31500
42539,10500
9625,59000
25512,42995
9091,11900
693,28300
7386,65000
6972,20599
40976,48000
52558,30599
6079,48000
27446,20900
34317,21995
51003,22500
33073,9450
24167,22500
16948,65000
32554,43666
4034,41000
53958,19500
22341,4500
9811,23000
30869,27500
51328,27500
20383,24000
17396,15900
45168,42999
46271,11500
53818,50000
3293,5900
52384,3550
39096,9888
36431,31999
34421,54490
22069,47500
40391,36750
51250,15499
13901,69900
33203,25000
48591,32000
48442,10500
54050,11000
45747,54500
33913,10500
28381,34000
14986,27900
19835,43860
15730,30000
2306,17900
18526,14000
13597,37900
27444,33500
16046,33500
27664,53500
36270,27500
15048,19000
48802,8500
26506,36000
40121,29000
28718,28000
50386,34000
19177,10900
39467,28000
39849,69900
42115,16000
22564,24999
39610,30890
35039,48815
13119,13599
37612,9000
49884,20999
1251,16800
6246,17500
31335,35000
6522,41900
4535,59980
30210,44596
5485,26900
41535,79999
50236,37000
53308,11800
22236,6900
21276,16000
39420,53999
53540,6000
11958,84620
30815,6500
33088,24999
3951,40000
45806,41899
15172,14500
42301,19250
30514,12995
53678,55000
46503,21500
21951,69000
50655,73897
39541,24325
21765,29895
6157,31700
52270,36800
18869,23999
53344,31000
4051,19500
16831,18200
36549,9499
31283,13895
4664,8500
50888,10000
11836,73500
47158,20000
20223,15500
41776,40999
25240,17999
4912,11495
7487,24590
14773,14500
14966,29500
5623,53000
24937,4399
7125,38900
41342,34599
8873,13995
40760,12950
47565,69250
24491,20999
33457,17500
40775,14500
20651,43000
45037,15500
38089,8500
27928,27500
39713,38490
19050,19500
32434,40000
8512,15900
49059,5500
31950,38500
39470,39687
52038,23000
25640,17000
965,26500
25603,22995
22179,22500
48910,82000
19151,78000
2696,34000
52641,52000
33981,7999
26306,24899
35651,11999
40459,13500
42233,39000
39646,39999
47318,38000
11324,21500
50924,9500
1304,31000
24623,39000
160,22999
19646,13500
16514,14490
8123,53500
27740,21990
53679,17500
32385,48000
4589,16000
28544,4000
7514,18750
35955,74900
48572,40500
14095,27900
32087,28900
2801,34999
1494,9800
8984,25500
40753,55000
43944,8250
24565,25500
45074,18000
49192,34995
28825,18000
40931,58000
21781,31000
28812,43000
20241,8900
9472,11995
12542,15000
49203,52000
10275,32950
26310,15363
7376,43449
19528,24700
52996,18000
47561,31995
30322,9450
37979,65000
17587,47500
11954,25900
45476,78000
9723,21999
11293,34500
14936,21500
40342,23977
37998,16000
4002,12000
29788,31900
27586,26500
20205,13000
26428,17500
10209,12900
10038,72000
36347,51500
50446,56740
4209,31700
48174,13000
13252,44000
25477,19995
21652,19470
45426,15900
27973,24998
53255,17800
30275,15051
25469,29950
48230,41741
8826,29999
21545,14490
40245,7000
14719,17500
46014,8700
30831,51000
42656,83000
28939,7450
19911,32500
49438,35500
47341,17900
43556,14599
7918,17900
4434,87000
48554,12500
4353,33000
11476,48995
4167,8500
3252,28500
7743,9500
50880,7900
47634,5500
34771,36500
31990,60999
3441,34600
35285,9500
28976,12000
14709,69500
17534,27500
4019,19000
39901,25221
23479,27000
12878,12900
11271,10995
23901,8999
733,5000
14332,8999
41497,11500
14666,36995
10079,2900
21686,41000
31766,16490
13875,7495
5388,39995
27321,24950
37235,10400
35061,27000
11778,6750
17151,3999
52656,11900
41058,41599
24873,12990
46904,57999
28893,42433
41830,29000
35816,26750
21228,18000
15735,39500
32011,45000
42799,15000
9914,29995
21597,26999
54215,62479
35931,57000
5745,10200
39162,44950
44071,42000
34173,24500
21729,32662
9469,33000
22974,44500
51444,17995
42221,54000
12938,79999
15299,9995
23425,51499
5472,12990
20456,9900
34407,69250
36313,15500
8428,45950
27722,42995
37450,4999
34920,38000
12827,42000
10624,9500
50328,29000
39800,12999
10559,6500
32714,4500
17895,10500
50243,9200
50102,29497
26572,53500
51681,11500
755,9999
13304,24995
52339,49000
26075,17550
17814,36999
24426,16900
52569,25500
10917,10000
49999,23000
42395,30999
9028,28999
31314,10995
31519,19800
4284,15995
8774,69500
54246,28000
3180,31650
51097,53000
50989,37000
40579,73000
3059,36949
30170,18000
5817,29000
34805,38999
8958,10500
5523,36800
25959,59000
43128,22450
14586,15000
18279,10700
5120,10500
5334,8750
20579,20000
15822,9950
45054,22000
14247,41000
19723,23800
44063,30989
26173,54900
18170,74900
34260,4100
16624,21500
31029,52000
46859,15550
8709,34000
17357,20000
18254,12000
35483,67900
672,23900
30042,84500
14100,36500
36829,6500
43485,40000
29065,38500
44852,14000
51154,32000
47713,19995
15898,26800
53373,42500
39910,9950
7207,37900
31526,18650
29111,11250
16235,52000
11453,37500
15262,37000
2934,19500
37993,49950
39817,22500
28555,11500
38802,44500
34307,18000
48822,34000
8070,19500
10992,16000
6162,16000
441,19000
1176,68750
50650,29000
7977,70000
12323,53000
11794,32000
4808,27000
44851,19500
50900,79500
5019,26000
34305,38500
35671,51900
52720,27500
37981,5700
47931,17900
18208,56000
17112,16000
39781,30999
5531,40000
32732,41000
38233,22999
10430,32100
46448,50999
39788,80900
44141,17500
10231,5500
12505,24950
32575,29800
3077,65000
4322,15600
41548,55000
50608,41900
52639,18000
43024,22000
25437,38000
13746,12950
46170,26500
26275,15999
28063,40995
20819,63997
29413,14000
29522,34000
38989,34000
25892,79950
2785,28750
8622,50000
34024,44900
29985,65000
41062,7500
10804,29500
9551,7900
14643,21500
33313,47500
28056,65000
42676,25995
41038,42000
48200,21900
12494,37999
19432,23000
31451,75000
28498,12999
32663,76000
7356,40999
7381,29000
19800,19998
47407,17900
21718,19500
26141,29000
5511,71999
40523,35273
4897,15000
404,37500
52653,34500
22136,43000
4961,30999
32561,21000
48603,28000
49466,18688
2814,9450
26152,39750
37810,2500
1566,29900
39188,34000
4572,18500
16783,9975
21365,3850
42275,84999
19025,28000
50442,82000
13542,4300
38570,46900
53262,35000
21736,10500
38530,6750
43209,14500
43411,41000
13551,32750
46807,10300
36408,34900
29071,34000
50763,62499
14313,36791
24274,34500
37135,5995
49000,16500
35599,17800
26011,62999
30960,32900
34477,12800
15966,33000
31569,2990
27620,13500
48873,36300
11465,12850
38156,44000
48696,19000
16305,23599
40809,21000
53234,57999
48938,40000
11326,11500
9807,6500
25996,19950
51385,40000
37564,9950
33879,22999
4660,51999
48993,30000
45348,51500
32123,15999
44324,43642
2462,6500
31684,10500
15997,16900
42511,5995
20510,14800
19017,21000
26622,42500
27316,35000
44602,32500
53897,49599
40024,46900
38848,3500
16232,74500
13109,24000
43205,27500
36062,26900
33107,33995
38747,11995
45918,24500
45445,61000
17786,26299
9924,65900
32231,71000
43275,17000
16412,10700
26071,19500
48702,12000
21988,55999
47596,23800
2271,8900
43107,24900
49346,16750
40509,15999
8042,25000
30503,12900
51771,43500
42194,38900
33079,14900
25022,84645
25019,27900
2892,34000
40539,20900
29979,5200
35603,27900
45638,18500
10678,54500
32444,31000
46883,12500
23367,39500
40435,64000
16091,10500
21458,17995
8475,11900
44729,39985
24195,15000
34847,17500
29169,59000
35589,7900
6044,16500
13546,25000
41412,22500
19761,36950
42256,36000
51859,72000
1253,28500
15811,17900
25179,18500
1361,12500
43847,36500
52772,37000
52413,10750
40880,13500
1617,15900
25040,45999
42632,29500
12258,38500
15494,37500
8062,30000
45172,78000
11124,26500
33124,7900
26889,29725
49398,9000
48242,29000
25141,9888
26983,3850
44922,32300
50095,19500
6641,8100
12812,19500
33591,12250
41055,15000
1140,10750
52652,36300
25166,6450
4326,42900
2819,7750
8274,12500
14743,8250
5317,51900
40244,28000
41316,12900
1231,34999
48485,7900
19926,28251
33773,48815
25107,29000
52328,29000
40258,12500
33573,13500
35857,16900
4408,17816
41931,9995
27362,22500
50339,31999
23556,13046
18198,33999
38907,26500
41554,26500
51548,17000
16369,21250
10630,12000
14310,4200
34589,74900
38854,17500
19483,26900
38201,12000
37315,28500
52369,16000
26334,28251
802,40000
51075,33000
20301,37050
24160,46000
54143,35113
49607,49999
49821,16900
22444,24950
38225,36000
26535,16800
28278,14995
67,6000
11779,35000
53573,75950
20448,15900
22954,35000
29289,28748
24444,9999
35979,49995
25012,61500
36346,15500
30745,17000
39401,12975
48832,19995
43529,36599
6524,17900
28108,78000
28045,60500
25815,22995
51360,27500
20454,73500
21933,11500
50681,62000
31420,79950
50395,51500
44421,51000
14017,42500
31154,6500
13168,19000
44881,14500
52898,17999
27080,58000
34495,33200
8128,9000
3574,43000
35409,16500
30384,19500
16728,58000
10378,24000
43094,11495
52029,38500
50841,83499
935,4750
44342,63000
14469,12000
16135,65999
48334,28890
52502,47850
49498,3550
9363,31985
6728,23500
203,57999
30803,27875
22955,68420
10564,22000
20927,18650
14972,35690
21490,10000
5821,45999
12279,54000
25135,59950
23086,68995
19192,29800
5515,57999
50636,15000
32438,8800
26184,34500
23453,19000
8644,34000
36861,9995
41989,12499
27756,22000
22443,29000
28419,26990
52854,23000
13141,49999
17939,50000
13467,11900
416,24000
25176,49995
35741,11000
30559,48995
22312,47500
25224,11000
33296,42000
30911,5230
44888,79500
40148,39995
30836,23800
35420,43860
47356,25695
8089,37050
42567,25000
5449,22500
21015,12500
14690,37000
34885,10499
2305,44999
2106,25884
30309,26545
51414,35707
34902,12900
7033,16000
24968,9999
9316,23000
26158,8500
22595,40900
47123,32000
50829,16000
8700,17900
46473,15990
32175,44800
12645,14000
36361,44000
33070,30999
27464,46552
26908,20490
31218,29994
46265,6500
21239,35000
17776,70000
7999,9750
47996,29950
41569,81900
18477,16700
50605,29950
41192,31000
22748,30000
12087,38000
52250,8500
27911,23599
17370,16500
44051,22500
9541,9200
29581,46000
46674,16500
24103,61000
48179,15000
11307,15000
10704,32900
20352,13000
12035,12000
14205,39000
12016,13999
53389,35000
4102,33687
14033,84000
11813,11999
23138,11000
46513,27500
42365,12980
3718,65999
44132,14995
15710,35500
33454,53900
40129,60867
34232,13900
15060,54800
23547,4000
28518,28500
19977,2300
16733,12700
8824,24000
29485,28000
35477,13349
23450,17900
24777,5500
10607,53000
53797,30500
27106,28000
34887,60500
6069,6699
4339,78900
25396,40999
32467,74900
9408,11000
31780,9000
50774,57300
35558,34999
48061,6500
18779,12500
17174,19500
16083,74900
34838,21000
25630,9000
27554,33000
46876,25900
52924,26691
39042,10000
28567,16900
2828,29000
38479,43000
6516,9950
35343,12000
53783,39999
49426,72000
5522,62500
12490,9499
28934,15750
40349,9450
11272,11499
29305,69900
18800,11500
5713,17800
34099,4700
50352,8500
24048,18200
41961,34500
41295,18000
18813,13599
43368,7500
30740,72999
3212,44990
48468,12000
13086,13046
6459,20199
20619,63500
18904,14945
2911,45515
45515,5000
45441,18999
18320,17777
22852,49000
149,16800
17389,32500
4948,26599
49514,36995
42840,10000
46820,68000
13405,61000
32345,13999
28538,22000
20560,32000
28517,4200
15775,49900
37441,68000
11370,18500
48058,38000
22853,7300
14399,64500
53845,11995
28948,8250
31863,7500
14338,20499
33974,18000
6544,10900
44757,20000
1481,23500
5803,32500
53450,26000
38247,32000
28468,34950
49797,59000
52858,4500
36156,24000
37199,84997
23529,54900
27766,53000
6500,17500
28958,3200
3958,51900
615,5000
12275,12000
47754,18800
39153,46995
38309,57000
14880,5500
33925,6750
18530,8500
46183,64990
43031,26000
6445,24900
19945,48500
35174,7500
26962,46999
24215,49000
49840,29998
49709,3000
53723,23999
33190,58000
52138,16499
31023,81500
41665,49900
6916,58900
41278,45480
50781,9500
6247,19995
48185,22000
7427,65000
2940,8900
25873,29994
16811,27999
23912,12000
54106,59500
31083,22500
51511,18500
52657,20000
21113,18000
43990,48000
26836,34999
28890,49995
42106,29000
40166,18500
21731,73900
14560,13500
31151,8500
25968,12000
37986,52900
10648,62499
29159,10995
1388,71000
33683,49000
12900,29500
17017,36750
3084,32750
45383,64250
35960,30000
53644,32000
26670,36750
50059,60000
7729,17500
8803,14500
16486,17900
48004,59000
27878,4000
2291,36800
44036,6950
16606,84000
42226,5000
52936,63900
21590,35500
25284,17495
43332,9000
2980,47500
11160,16500
14734,12499
29308,19999
24502,35700
45624,11800
35529,34900
16332,18995
51971,14950
28628,79995
7535,29600
16356,41400
4773,27000
13321,38500
23494,31450
48932,24500
41430,20000
53579,4800
18948,19000
14494,12900
47745,23999
31494,35700
35594,48995
11759,32000
29235,3950
38558,49999
21169,55000
46439,21500
51274,34900
49297,32999
47733,9900
7241,9000
11334,17100
31292,65000
25114,34500
50054,11500
3736,72900
10799,18200
36128,50000
2949,26900
38202,23500
16939,14950
12407,84999
10296,87000
44723,46900
11040,37000
42602,22500
53157,35000
9027,73300
44610,52000
24244,34000
33358,57300
24945,48000
30119,10995
29234,36000
13175,49900
6998,27000
44267,29645
21215,29000
42593,8750
53552,15000
36286,39500
48227,49000
42847,57619
4867,3200
40338,9500
31066,36500
32600,42433
28915,16000
15551,51899
36009,23999
13822,3000
4542,19290
3325,30000
19724,44500
20161,60000
37798,77430
535,11000
43032,44605
15624,75000
3663,27000
51344,26000
53530,31995
11412,36740
2427,86999
19886,54800
51833,7200
39974,31500
18877,25000
12337,20000
31406,11500
26291,29500
46787,24500
15856,24000
43884,28500
30851,81500
28344,47541
49905,16500
30864,63000
23273,4495
24591,47500
53451,20000
37804,25800
14372,47500
30970,22500
12010,10500
19713,44850
28659,30490
37712,15000
17768,42500
13816,45000
17790,12000
48136,57500
6629,73600
44872,15900
32128,15500
43921,11500
8316,10500
11435,26900
19165,62000
44587,38000
22408,63999
26277,35500
10621,35750
21720,15500
48526,17999
21400,13700
4273,12000
20970,13200
47035,40999
45901,8400
6525,32990
6810,28900
39103,38005
22509,18900
38304,40000
38205,25000
18114,51500
43502,67500
43935,29900
23185,6399
4856,20470
1005,17000
9623,15500
23184,5800
9792,46500
41914,16900
33986,16000
32967,27500
39302,44999
41941,34995
23245,79995
10418,22999
12395,19290
18534,74900
36600,9500
43028,8700
11499,40036
33134,8500
11313,54999
48256,11000
13732,17000
18491,16750
33368,21800
22335,30000
37917,63900
36260,47999
37173,17900
4576,3000
20874,14500
45395,7999
47679,8500
18885,10995
7390,6700
45748,16900
22164,41500
48911,19000
10449,57000
6823,17100
24349,34500
35287,5899
27211,81500
7809,43000
48913,58000
43344,42500
14133,23500
16579,6750
43660,5000
697,25500
11152,41500
9391,31700
49205,48500
1412,11999
39052,69500
34712,65000
42885,5900
8569,61950
31196,40000
5397,28600
12501,15900
35383,15500
43763,11200
14088,11900
20334,24998
3236,38880
43293,20000
42316,9500
22969,62000
27854,81500
27097,12995
29727,7599
37044,17000
26809,20000
23570,41000
28587,16900
37788,26000
31270,17500
30102,18500
28124,10500
23537,36500
28094,16499
17741,18000
11865,26500
34699,23000
46515,8500
14359,6000
17743,18750
28407,4900
13897,6000
48568,42500
33674,23000
24827,32000
4699,13500
53746,20000
22927,9999
53589,24000
26964,21000
46828,11100
6182,7500
22586,2899
52261,39900
4154,7999
51986,25999
19444,18650
53294,29500
24679,40250
15435,50000
17746,32750
36900,35707
13437,18500
18777,6800
17756,66000
30343,14980
39317,7999
15530,22888
7840,20784
52949,4500
51707,13900
32643,18000
31053,38999
3930,34000
2119,29995
21651,46000
28721,23450
53727,28000
53275,45770
29211,30500
41159,38500
49665,41000
37489,39999
9307,38900
42881,49000
21750,47214
19586,36995
15109,87000
16830,6700
25542,18900
47674,40000
40831,85000
17055,17900
21482,55999
10831,65999
32281,15900
29705,20000
28950,17500
50070,22550
9457,52000
42065,62000
29662,85000
32485,26000
35332,47999
52333,30000
42264,46000
11795,26095
42987,31700
31702,47000
7492,32500
32365,22000
43462,11995
49467,59500
46801,12500
22060,10000
11740,9950
44277,47214
17374,25995
34267,28825
41217,12500
34308,71400
26750,10800
23620,56000
34370,36000
20729,21500
45929,53000
30416,8300
5042,12000
50828,6999
21110,13000
53592,43000
18503,55000
10105,42000
36896,33500
51684,46105
3772,5899
44728,51890
31409,40500
30237,77500
40918,21800
9349,34500
23346,32500
25703,68000
19839,25999
41365,9995
8879,15000
26831,26500
18493,8700
3629,36994
40549,39999
21974,16000
13944,10500
43484,43999
41072,85000
19424,26000
36158,24000
2862,29900
6499,29000
41225,46999
31654,32000
47603,28900
16126,41950
49053,33000
29293,23000
2728,85000
5944,26499
17301,39853
33847,8995
27905,38500
10479,71000
32116,39000
12238,37500
4360,21900
51018,43000
2695,9999
32076,25999
47497,23000
30402,27500
43161,3200
22924,17800
43102,42950
43645,36999
20452,48000
50039,5900
23590,31450
5733,21500
28323,47500
13204,18950
39185,19000
7036,39900
3364,50999
45020,10340
29865,34500
40352,25999
7561,52500
18827,12500
46777,34000
34275,9950
23291,13995
52287,28250
6645,62900
6639,19999
16541,49950
16537,18000
13234,26772
22046,14900
14641,42000
35150,17000
48533,79999
11547,47645
15601,20000
42766,23500
28297,32000
24515,5500
40635,8300
32267,11000
3171,54000
16239,44999
10849,49000
49548,9900
22708,45998
1720,5995
9366,6500
24124,6700
43472,13300
32026,27000
44920,10499
17334,61995
19970,12000
20338,32300
21342,46000
21251,67900
459,14950
36387,52999
1865,8995
45722,21500
8539,21000
16426,32999
19767,40000
18220,14000
39507,20995
38077,17500
50830,16000
35125,12500
40332,59000
52076,9500
40678,33500
29285,25500
24639,15000
34315,41900
11493,9500
35683,24700
36545,23000
36488,74900
49981,85950
45669,81000
19227,17500
47023,14000
34713,19900
6251,11995
16774,48999
32631,30500
12671,32000
19502,53500
7912,30000
5959,62900
12719,24500
49528,52999
29548,24950
19881,9500
37461,15400
27400,7599
1177,48500
49673,53000
15766,28900
5928,7700
35628,16999
34726,58000
40916,32107
9613,49750
43901,40250
16886,50000
22940,44646
51276,9500
11730,38532
15610,25000
52386,18000
5424,69000
26380,38999
14995,67000
40992,17900
6678,34500
46784,9995
2350,27750
38486,40750
34538,33200
24976,17000
27636,78000
6682,49999
905,5500
6447,19500
8661,11000
21586,12000
13026,73000
10096,65000
35030,13000
6042,35670
15628,5500
13635,47500
22921,13000
18002,36500
17922,9995
26360,62425
3690,15000
30977,15999
44698,59500
24436,17000
24973,6700
29233,23000
15213,9950
22442,16750
28233,46000
19470,52500
49052,42850
29690,25000
38379,15500
27474,46599
52888,63500
41370,13895
33959,55000
14667,43000
41579,17000
53069,13800
33878,16100
49794,15000
36045,15000
27997,30000
23137,56900
51699,29950
15366,20950
32411,17899
34379,47000
32268,20900
41722,19470
162,4500
26776,28000
41698,6500
10061,13500
5549,19500
11925,30089
21486,24995
840,48000
34569,13800
31238,11500
39802,57500
5564,26000
8397,29800
17687,14000
20023,47500
2946,39777
41138,13046
33969,27000
11091,24500
24348,65900
38996,17000
31441,44000
41821,21500
37985,9900
35468,13500
49593,38500
46933,59000
1425,38000
51997,44900
1795,28495
36120,63500
22012,83499
46148,37500
15813,32000
31642,25650
30630,29000
8972,32999
12821,22450
52773,29950
29063,46500
17540,5100
17162,19999
28690,27499
27573,16000
5206,52500
28536,20000
44989,30000
18329,14900
